id,Sección,Sub-sección,Indicador,Categoría,Segmentación,Grupo,%,N Base,N,Página,Tabla,Fuente_tipo,Tipo_pregunta,N_Base_tipo,Nota
376,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Edad,14 años,66,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
377,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Edad,14 años,72,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
378,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Edad,14 años,68,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
379,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Edad,14 años,62,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
380,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Edad,14 años,45,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
381,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Edad,15 años,81,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
382,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Edad,15 años,78,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
383,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Edad,15 años,86,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
384,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Edad,15 años,46,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
385,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Edad,15 años,65,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
386,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Edad,15 años,64,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
387,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Edad,15 años,68,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
388,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Edad,15 años,45,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
389,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Edad,15 años,47,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
390,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Edad,16 años,83,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
391,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Edad,16 años,80,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
392,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Edad,16 años,85,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
393,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Edad,16 años,54,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
394,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Edad,16 años,64,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
395,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Edad,16 años,70,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
396,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Edad,16 años,68,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
397,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Edad,16 años,48,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
398,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Edad,16 años,51,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
